peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
62.27,1.86,V,18,140,0,9,0,0,0,S,0,1,1
47.82,1.63,M,41,0,19,4,0,5,0,S,1,3,0
66.95,1.63,M,35,0,0,0,5,1,0,N,1,2,1
63.5,1.63,M,58,0,7,4,10,1,0,N,0,0,0
87.41,1.77,V,38,0,0,3,0,0,0,N,1,1,0
64.22,1.77,V,26,0,12,6,0,0,0,N,1,3,4
50.8,1.68,M,22,0,13,0,2,4,0,N,3,4,4
65.12,1.8,V,58,0,5,0,12,0,0,N,3,3,3
55.64,1.62,M,18,0,9,0,23,3,0,N,1,1,1
61.13,1.57,M,38,0,0,1,1,0,0,N,1,3,3
68.33,1.67,V,27,0,0,0,13,2,0,N,2,3,4
73.38,1.68,V,36,0,0,0,2,6,0,N,0,1,1
61.69,1.61,M,24,0,1,4,0,5,2,N,1,2,1
67.05,1.7,M,48,0,2,0,13,8,0,N,3,4,4
78.81,1.66,M,38,0,0,1,0,10,0,N,1,2,2
68.89,1.66,M,37,0,0,8,0,0,0,N,2,4,2
56.39,1.77,V,52,40,0,1,0,0,0,N,1,3,4
44.37,1.57,M,18,50,22,1,0,6,1,N,1,1,2
46.66,1.61,M,49,90,0,4,0,9,0,N,0,1,2
56.64,1.7,V,30,0,0,0,1,5,6,N,2,2,1
55.11,1.66,M,19,0,13,0,5,3,0,N,2,4,3
87.66,1.76,V,57,0,0,0,0,0,0,N,0,0,0
77.11,1.69,M,72,0,0,5,1,9,0,N,2,3,3
65.26,1.67,M,21,0,8,1,0,2,0,N,0,0,0
65.16,1.77,V,52,0,4,0,10,1,3,N,1,1,0
87.35,1.76,M,51,0,0,6,1,12,0,N,2,2,2
55.12,1.75,V,19,10,0,0,0,0,0,N,0,0,0
80.63,1.7,V,61,0,0,6,14,7,0,N,1,2,1
68.76,1.62,M,51,0,0,5,26,11,0,N,1,3,4
49,1.65,M,53,100,7,4,13,5,0,N,1,1,1
68.2,1.7,V,52,0,0,0,5,5,0,N,2,4,4
73.62,1.77,V,33,0,6,0,4,2,0,N,1,1,2
58.32,1.8,V,42,90,7,2,6,3,0,N,0,2,1
77.31,1.78,M,27,0,0,0,0,4,0,N,1,2,1
72.25,1.68,V,31,0,2,1,0,0,0,N,2,2,0
68.72,1.71,V,37,0,7,2,0,0,0,N,1,0,1
48.03,1.59,M,24,0,6,0,4,4,0,N,3,4,4
53.87,1.73,V,41,110,0,3,5,9,1,N,3,4,4
64.83,1.69,M,46,0,5,0,0,0,0,N,2,3,3
55.12,1.75,V,26,120,5,0,2,1,0,N,0,1,1
72.25,1.7,V,70,0,1,5,0,0,0,N,1,2,2
58.84,1.61,M,45,0,7,0,21,12,0,N,1,4,4
79.02,1.74,V,32,0,0,4,0,0,0,N,1,2,2
49,1.65,M,44,80,0,0,10,1,9,S,2,3,2
95.14,1.86,V,37,0,0,0,30,20,0,N,1,3,4
77.44,1.8,V,38,0,7,5,0,0,0,N,0,0,0
88.36,1.84,V,35,0,0,0,0,2,0,N,2,3,4
48.41,1.64,M,34,110,0,3,21,3,0,N,1,3,2
77.49,1.71,V,30,0,0,4,0,2,0,N,3,4,4
83.92,1.8,V,43,0,0,0,12,7,0,N,1,2,3
70.54,1.66,M,65,0,0,5,0,0,0,N,1,1,2
49,1.65,M,39,90,0,0,4,3,0,S,1,2,0
53.25,1.72,V,39,40,3,1,0,0,0,N,2,3,4
49.6,1.66,M,55,0,15,1,0,0,0,N,1,2,1
67.36,1.77,V,40,0,8,0,17,7,0,N,3,4,4
57.03,1.78,V,18,10,15,2,8,8,0,N,0,2,1
67.51,1.64,M,41,0,0,1,7,3,0,N,2,2,2
73.33,1.73,V,23,0,0,0,10,0,0,N,1,2,2
45.51,1.59,M,58,30,0,1,0,2,0,N,1,0,0
67.46,1.68,V,39,0,0,1,5,0,0,N,2,3,4
50.8,1.68,V,53,40,15,0,0,0,0,N,2,4,3
57.03,1.78,V,32,130,0,0,7,3,0,N,1,3,3
69.3,1.71,M,57,0,2,3,3,0,0,N,1,3,3
68.81,1.63,M,39,0,2,4,14,7,0,N,3,4,4
44.94,1.58,M,36,0,7,0,0,7,4,N,1,2,3
50.2,1.67,M,33,170,0,5,0,0,2,N,2,3,4
67.34,1.7,V,28,0,5,0,8,11,0,N,3,4,4
79.01,1.75,M,36,0,0,0,22,14,1,N,1,1,1
50.8,1.68,M,48,20,0,0,0,4,0,N,0,2,1
69.08,1.63,M,33,0,0,0,9,0,0,N,0,1,0
68.5,1.62,M,38,0,0,0,8,14,3,N,0,0,0
68.72,1.71,V,50,0,0,0,2,3,1,N,1,1,1
70.63,1.73,V,18,0,0,0,7,2,1,N,1,4,4
55.04,1.6,M,49,0,4,2,0,0,0,N,0,3,2
55.12,1.75,V,38,90,0,1,3,1,0,N,2,4,4
56.39,1.77,V,50,30,0,0,5,3,0,N,0,1,1
59.62,1.82,V,67,0,18,0,0,0,0,N,2,4,4
57.03,1.78,V,27,30,0,5,0,1,5,N,0,0,1
70.47,1.71,M,27,0,0,4,0,0,0,S,1,3,2
53.87,1.73,V,29,10,7,4,0,0,0,N,2,1,1
72.83,1.7,V,62,0,0,0,4,4,0,N,1,2,2
79.02,1.74,V,27,0,0,0,12,11,0,N,1,2,3
71.65,1.62,M,18,0,0,4,0,4,0,N,0,1,2
68.84,1.73,V,18,0,7,3,8,0,0,N,1,2,3
72.18,1.72,V,59,0,0,1,6,2,0,N,2,3,3
90.07,1.8,V,28,0,0,3,7,7,0,N,2,2,2
60.17,1.65,M,18,0,7,0,0,0,0,S,0,3,3
45.51,1.59,M,55,0,13,0,0,0,0,N,1,3,1
84.8,1.82,V,39,0,3,0,7,5,0,N,0,1,1
66.65,1.58,M,42,0,2,3,13,18,0,N,3,3,3
77.78,1.71,M,40,0,4,1,1,0,0,N,1,2,1
72.51,1.67,M,20,0,3,3,10,9,0,N,0,2,2
72.82,1.68,M,27,0,0,0,26,7,0,N,1,1,1
55.12,1.75,V,43,140,11,1,15,10,0,N,2,2,3
57.39,1.72,V,48,0,8,2,7,0,0,N,1,2,3
70.23,1.7,V,51,0,0,1,5,7,0,N,3,4,3
78.26,1.69,M,18,0,0,0,10,0,0,N,2,1,0
79.26,1.77,V,58,0,2,0,17,15,0,N,3,3,1
53.87,1.73,M,59,20,12,0,0,0,0,N,3,4,4
60.8,1.67,M,67,0,0,2,10,0,3,N,0,1,2
63.77,1.61,M,36,0,0,1,9,0,0,N,1,3,3
79.93,1.75,V,32,0,2,2,0,0,0,N,1,1,2
48.67,1.56,M,38,0,14,2,0,0,0,N,1,2,4
89.75,1.8,V,34,0,0,0,0,0,0,N,0,1,0
55.12,1.75,V,71,10,0,0,0,5,0,N,1,4,3
90.43,1.82,V,41,0,0,3,4,7,0,N,2,3,3
49,1.65,M,64,80,4,0,21,13,3,N,2,3,3
61.41,1.71,M,22,0,4,0,6,0,0,N,1,3,2
50.8,1.68,M,37,10,2,0,28,10,0,N,1,1,1
75.3,1.67,M,46,0,0,6,0,2,0,N,1,1,2
67.25,1.65,M,25,0,2,0,8,8,0,N,2,3,3
77.25,1.67,M,18,0,0,1,4,4,0,N,1,1,0
46.66,1.61,M,29,60,0,0,0,1,0,N,1,1,2
42.69,1.54,M,20,100,5,0,0,7,2,N,0,1,1
50.2,1.67,M,37,0,22,2,0,1,0,N,2,3,2
60.44,1.65,M,23,0,2,3,0,14,5,N,1,2,1
49,1.65,M,20,50,0,5,0,0,0,N,1,3,2
47.33,1.55,M,18,0,10,6,15,5,0,S,2,3,4
73.96,1.72,M,50,0,0,6,3,5,1,N,2,3,3
63.62,1.88,V,45,90,7,0,32,16,0,N,2,4,4
64.35,1.73,V,26,0,7,1,3,0,0,N,2,2,2
57.03,1.78,V,42,100,6,0,22,18,0,N,3,4,4
63.29,1.7,V,42,0,7,0,0,2,0,N,1,3,3
53.25,1.72,M,29,20,5,1,7,9,NA,N,1,2,2
57.03,1.78,V,69,50,13,3,4,4,0,N,2,3,4
79.77,1.65,M,18,0,2,12,0,0,0,N,1,0,0
65.48,1.68,M,27,0,7,4,0,4,0,N,1,1,3
81.76,1.64,M,52,0,0,7,7,1,0,N,0,0,1
77.59,1.65,M,18,0,0,6,6,1,0,N,0,1,0
53.46,1.7,M,27,0,10,2,0,0,0,N,1,3,3
59.86,1.73,V,37,0,0,1,3,3,4,N,1,3,4
58.85,1.67,V,29,0,10,3,0,0,0,N,1,2,3
72,1.83,V,39,0,0,0,0,7,3,N,3,4,3
83.8,1.82,V,43,0,6,3,0,0,0,N,1,0,0
67.12,1.69,V,91,0,0,0,3,4,0,N,0,2,3
54.66,1.67,M,25,0,10,0,11,0,0,N,2,3,3
66.13,1.66,V,29,0,0,1,0,0,0,N,2,3,0
70.41,1.63,M,53,0,0,0,8,0,0,N,1,1,1
68.86,1.6,M,66,0,0,2,10,6,0,N,1,3,2
72.25,1.8,V,40,0,14,5,0,2,0,N,0,1,1
82.7,1.78,V,48,0,0,2,7,7,0,N,1,3,3
53.25,1.72,M,29,100,7,0,6,1,1,N,1,1,2
91.75,1.84,V,25,0,0,1,4,5,0,N,2,3,3
55.76,1.76,V,21,160,0,2,7,13,1,N,3,4,4
80.84,1.74,V,54,0,0,0,4,8,2,N,0,0,1
55.76,1.76,V,18,0,17,3,0,0,0,N,2,4,3
53.87,1.73,V,42,50,8,1,4,0,0,N,1,1,2
79.28,1.81,V,24,0,0,0,0,4,2,N,1,2,2
58.32,1.8,V,50,0,17,4,12,3,0,N,1,3,4
55.92,1.58,M,52,0,0,0,0,0,0,N,1,3,2
78.37,1.76,V,24,0,0,2,0,0,0,N,0,2,2
55.12,1.75,V,47,40,5,4,2,7,5,N,1,1,1
63.62,1.88,V,34,210,12,0,2,0,0,N,3,4,4
49.6,1.66,M,54,20,20,0,16,15,14,N,0,2,1
54.87,1.64,M,55,0,12,2,0,12,0,N,2,4,4
47.24,1.62,M,21,160,9,3,0,0,6,N,2,3,3
58.42,1.57,M,24,0,3,1,2,4,0,N,1,2,3
70.8,1.7,V,49,0,0,2,6,3,0,S,2,4,2
81.16,1.75,V,53,0,0,2,16,12,0,N,2,3,2
45.51,1.59,M,18,90,10,0,0,0,1,N,1,0,1
46.66,1.61,M,52,0,20,3,13,14,0,N,1,2,1
46.08,1.6,M,18,70,1,1,7,11,0,N,2,3,3
50.8,1.68,V,33,10,5,3,9,6,0,N,1,3,2
59.55,1.68,V,18,0,11,5,6,0,0,N,0,0,0
55.12,1.75,V,30,0,0,1,21,1,6,N,2,2,1
53.87,1.73,M,18,0,5,1,7,0,7,N,1,2,1
49.6,1.66,V,47,0,16,0,6,6,0,N,2,3,2
51.41,1.69,M,37,0,26,2,8,3,2,N,1,1,3
54.5,1.74,M,34,60,4,0,10,18,1,N,0,1,2
64.14,1.67,M,37,0,5,0,0,9,0,N,2,4,4
74.26,1.72,V,80,0,0,0,1,5,0,N,0,2,0
69.97,1.65,M,26,0,0,0,9,0,0,N,0,2,2
54.5,1.74,V,23,120,14,0,11,8,0,N,2,1,3
62.21,1.6,M,53,0,0,2,0,1,0,N,1,1,1
53.67,1.63,M,21,0,0,2,7,5,5,N,0,2,3
61.4,1.77,M,40,0,16,0,0,6,0,N,1,2,2
60.42,1.6,M,59,0,0,0,0,0,0,N,2,3,3
66.95,1.63,M,18,0,1,0,17,7,1,N,0,0,1
74.72,1.75,V,39,0,0,0,3,1,0,N,1,2,2
60.58,1.63,M,40,0,6,7,0,0,0,N,1,4,4
51.41,1.69,V,57,40,0,2,26,13,3,N,1,1,2
68.42,1.74,V,18,0,9,0,15,7,0,N,1,0,0
80.79,1.78,V,43,0,0,4,0,0,0,N,1,1,1
46.66,1.61,M,42,60,0,8,0,0,0,N,1,1,3
51.41,1.69,M,39,0,16,0,13,4,0,N,2,3,3
64.01,1.64,M,43,0,0,1,16,10,0,N,3,4,4
66.38,1.67,M,30,0,0,0,11,0,0,N,0,1,1
56.06,1.6,M,22,0,9,0,0,3,0,N,1,2,2
49,1.65,M,50,0,11,0,12,9,0,N,2,3,3
72.73,1.73,V,30,0,0,2,27,7,0,N,4,3,2
51.41,1.69,M,58,60,12,1,11,5,0,N,3,4,3
46.66,1.61,M,48,110,15,1,6,0,0,S,1,1,1
79.19,1.7,M,33,0,0,5,6,3,0,N,2,2,0
51.41,1.69,V,32,30,8,2,1,0,0,N,0,1,0
63.91,1.77,V,45,0,13,4,5,11,0,N,3,3,4
55.55,1.6,M,60,0,8,0,8,4,0,S,0,1,1
57.42,1.58,M,60,0,0,0,8,15,4,N,1,2,2
55.11,1.62,M,44,0,5,0,11,1,0,N,2,3,3
64.3,1.63,M,60,0,7,2,3,15,0,N,2,2,1
53.25,1.72,V,53,40,0,0,0,0,0,N,1,1,2
70.47,1.64,M,51,0,3,2,5,8,0,N,1,2,2
69.72,1.67,M,72,0,0,1,10,0,0,N,1,2,3
56.39,1.77,V,48,50,3,0,8,0,2,N,2,3,1
52.63,1.71,M,21,140,12,0,19,12,0,N,1,3,2
48.41,1.64,M,26,10,24,1,0,2,0,N,3,4,4
70.71,1.72,V,56,0,1,0,1,7,2,S,1,1,1
47.82,1.63,M,33,100,0,0,0,4,3,N,2,4,4
65.35,1.62,M,46,0,0,1,0,2,0,N,2,3,3
57.03,1.78,V,27,10,23,0,0,0,1,N,1,2,3
51.41,1.69,M,59,30,0,1,19,14,0,N,1,2,2
49,1.65,M,45,0,13,0,0,1,0,N,4,4,4
54.14,1.72,M,34,0,17,4,0,0,0,S,1,0,0
49.6,1.66,M,61,70,12,0,0,0,0,N,1,0,0
58.97,1.81,V,26,20,12,0,7,5,0,N,3,4,2
91.09,1.82,V,48,0,0,0,6,3,0,N,0,0,0
57.41,1.69,M,51,0,8,2,0,6,0,N,2,4,4
68.75,1.78,V,24,0,8,4,0,0,0,S,2,4,4
70.23,1.7,M,37,0,0,1,2,4,0,N,2,4,4
72.58,1.8,V,59,0,3,0,19,5,0,N,1,3,1
50.2,1.67,V,46,80,6,0,19,6,0,N,2,4,3
70.28,1.68,M,28,0,0,1,8,0,0,N,0,0,0
70.67,1.63,M,18,0,3,2,0,0,0,S,0,1,1
68.54,1.73,V,41,0,6,5,0,0,0,N,1,2,2
52.63,1.71,V,32,40,0,2,0,0,0,N,2,4,3
61.61,1.85,V,47,80,8,0,0,3,0,N,2,2,1
75.12,1.69,M,33,0,0,0,0,2,0,N,0,1,3
47.82,1.63,M,18,0,9,2,3,6,7,N,1,3,3
58.97,1.81,V,19,0,18,2,11,3,0,N,3,4,4
69.47,1.61,M,44,0,4,5,0,1,0,N,1,1,1
53.25,1.72,V,38,170,24,0,15,8,0,N,1,3,3
71.87,1.65,V,19,0,0,3,7,2,0,N,0,3,0
63.84,1.57,M,53,0,0,0,0,8,0,S,1,1,1
50.8,1.68,M,18,160,0,0,18,2,0,N,3,4,4
84.91,1.78,V,48,0,0,3,4,6,1,N,0,0,1
74.27,1.71,M,49,0,0,0,0,1,0,N,2,3,3
75.09,1.78,V,43,0,1,0,0,0,0,N,2,2,3
68.3,1.68,V,55,0,0,0,16,8,0,N,1,3,3
70.39,1.9,V,21,0,14,0,3,4,0,N,1,0,0
46.08,1.6,M,31,0,16,1,7,4,0,N,1,3,4
56.14,1.71,V,40,0,16,0,1,1,0,N,1,0,0
59.62,1.82,V,53,0,12,0,6,0,0,N,1,1,1
65.98,1.69,V,58,0,7,2,26,12,0,N,3,4,4
76.51,1.76,V,34,0,7,3,0,8,1,N,0,1,1
65.07,1.65,M,43,0,3,1,5,7,0,N,2,1,2
71.92,1.66,M,23,0,0,5,0,3,0,N,2,3,3
73.97,1.69,M,22,0,0,0,3,9,0,N,1,3,4
78.32,1.77,V,52,0,0,0,0,0,0,N,2,2,3
79.07,1.64,M,23,0,0,0,1,8,0,N,1,1,1
49.6,1.66,V,27,110,0,0,1,0,0,N,0,3,4
80.85,1.75,V,38,0,0,1,6,6,0,N,1,3,3
56.8,1.72,V,39,0,14,2,4,7,0,N,1,3,3
81.36,1.72,V,44,0,0,4,0,0,0,N,0,1,1
83.61,1.75,V,18,0,0,1,1,4,0,N,0,1,1
55.76,1.76,V,59,0,13,1,22,17,4,N,2,3,3
61.43,1.59,M,32,0,0,3,0,0,0,N,2,3,4
49.8,1.54,M,38,10,0,0,16,14,0,N,2,2,2
70.47,1.71,V,52,0,3,3,6,3,0,N,1,2,2
58.97,1.81,V,53,20,0,1,3,13,0,N,1,2,3
79.53,1.78,V,63,0,0,1,0,2,0,N,1,3,2
71.93,1.8,V,18,0,5,3,0,2,0,N,1,2,2
53.87,1.73,V,48,60,0,0,6,8,0,N,0,0,1
65.36,1.63,M,71,0,0,1,2,0,0,N,2,3,3
65.89,1.7,V,30,0,0,0,14,14,3,S,3,3,3
74.83,1.69,V,53,0,0,3,0,6,1,N,1,0,0
57.67,1.79,M,70,20,0,3,8,1,8,N,3,2,2
65.98,1.59,M,37,0,0,2,19,10,0,N,1,2,4
44.37,1.57,M,42,0,12,0,9,0,0,N,2,3,4
49.6,1.66,M,56,70,0,0,4,0,0,N,1,2,2
59.94,1.71,M,51,0,7,1,9,0,0,N,1,3,1
71.12,1.69,M,32,0,8,4,7,4,0,N,0,1,1
57.03,1.78,V,60,40,11,1,15,7,0,N,0,2,1
64.41,1.58,M,39,0,0,1,10,5,0,N,0,3,2
81,1.8,V,50,0,0,1,0,5,1,N,1,3,4
74.7,1.81,V,30,0,5,0,0,0,0,N,2,4,4
55.12,1.75,V,54,130,0,5,7,9,0,N,2,3,4
55.76,1.76,V,46,30,0,0,8,6,0,N,1,3,2
67.79,1.65,M,33,0,0,0,3,0,0,N,1,3,3
75.4,1.69,M,53,0,0,0,11,7,0,N,2,2,3
55.12,1.75,V,18,0,15,4,0,0,0,N,0,3,2
51.46,1.65,M,63,0,11,3,0,0,0,N,1,3,4
82.35,1.74,V,68,0,0,0,19,15,0,N,0,2,2
74.83,1.69,M,42,0,0,4,0,0,0,N,2,3,3
58.85,1.67,M,53,0,11,2,15,9,0,N,1,2,2
79.46,1.79,V,31,0,0,3,0,2,0,N,2,4,4
65.36,1.63,M,75,0,0,1,0,0,0,N,2,2,3
51.18,1.62,M,42,0,19,0,26,19,0,N,0,0,0
69.59,1.71,M,53,0,0,0,8,2,0,N,1,3,2
50.2,1.67,M,32,0,0,3,9,4,8,N,0,1,2
55.98,1.69,M,47,0,13,0,0,0,0,N,1,2,1
63.71,1.59,M,38,0,1,0,1,5,0,N,2,4,4
55.53,1.63,M,47,0,7,0,14,6,0,N,1,3,2
54.5,1.74,V,34,70,0,0,0,5,0,N,2,1,1
81.7,1.79,V,35,0,0,5,2,0,0,N,1,2,2
61.53,1.72,V,41,10,0,4,0,5,0,S,0,0,0
47.24,1.62,V,56,0,0,2,26,6,7,N,2,2,0
67.69,1.69,M,20,0,0,0,5,0,1,N,2,2,2
50.2,1.67,V,61,60,2,0,4,2,0,N,2,4,4
58.92,1.58,M,63,0,0,2,0,0,0,N,1,3,4
68.77,1.57,M,37,0,0,1,24,17,0,N,0,0,0
77.78,1.71,M,37,0,0,6,3,8,0,N,2,3,3
75.69,1.74,M,60,0,0,2,0,0,0,N,2,3,3
53.87,1.73,V,22,210,8,0,29,20,2,N,2,2,3
55.76,1.76,V,23,40,2,0,5,0,0,N,1,3,2
54.02,1.6,M,67,0,0,0,0,0,1,N,2,3,2
68.5,1.62,M,25,0,0,4,16,6,0,N,2,4,4
74.48,1.74,V,49,0,0,2,32,18,3,N,0,1,1
57.03,1.78,V,18,60,0,5,8,5,0,N,2,2,3
75.58,1.76,V,29,0,0,0,0,0,0,N,0,3,3
62.27,1.86,V,45,20,1,2,14,9,7,N,0,1,1
71.86,1.76,V,54,0,6,0,3,5,0,N,0,1,3
82.54,1.69,M,56,0,2,6,10,11,0,N,1,0,0
52.63,1.71,M,47,180,0,4,0,0,0,N,2,3,2
87.09,1.77,V,30,0,0,2,0,7,0,N,0,1,1
47.82,1.63,M,18,100,0,4,2,10,0,N,2,2,4
68.29,1.75,V,36,0,0,1,0,1,2,N,2,3,3
90.85,1.77,V,25,0,0,0,17,13,0,N,1,2,2
52.63,1.71,V,59,70,0,0,12,15,0,N,1,2,1
44.37,1.57,M,45,20,0,1,0,0,0,N,0,1,1
68.05,1.67,M,30,0,0,0,4,3,0,N,2,4,4
47.82,1.63,M,52,30,9,3,0,6,2,S,1,3,2
57.03,1.78,V,51,50,12,0,12,3,0,N,2,3,4
56.39,1.77,V,45,120,0,1,6,0,7,N,2,2,2
77.32,1.81,V,30,0,10,0,11,10,0,N,1,1,1
50.2,1.67,M,25,120,0,2,7,0,0,N,1,3,4
53.8,1.62,V,36,0,0,3,0,0,3,N,1,3,2
65.36,1.76,V,39,0,5,2,3,0,0,N,1,3,3
59.78,1.63,M,59,0,5,4,2,0,0,N,1,1,0
70.54,1.66,M,26,0,0,4,0,0,0,N,3,4,4
77.33,1.68,V,18,0,0,4,13,3,0,N,0,0,0
41.59,1.52,M,40,0,0,0,11,0,10,N,3,3,3
57.67,1.79,V,40,30,10,0,7,2,0,N,3,4,4
59.36,1.71,V,59,0,8,0,14,4,0,N,0,3,4
52.63,1.71,M,70,30,6,0,8,7,0,N,1,2,4
60.42,1.6,M,40,0,0,0,5,2,0,N,2,4,4
48.41,1.64,V,41,260,9,1,0,0,3,N,2,3,4
56.39,1.77,V,48,150,13,2,0,4,0,N,1,2,2
74.95,1.66,M,50,0,0,3,10,2,0,N,0,2,1
55.26,1.63,M,30,0,12,1,0,8,0,N,0,1,1
59.62,1.8,V,31,0,14,3,0,4,0,N,3,4,3
48.62,1.63,M,24,0,8,0,19,14,3,N,2,2,3
85.09,1.71,V,22,0,0,0,5,10,0,N,1,2,1
55.12,1.69,V,33,0,4,6,12,12,7,N,1,2,2
83.92,1.71,M,39,0,0,2,2,0,0,N,0,0,0
52.99,1.64,M,33,0,9,0,11,0,0,N,1,2,3
54.5,1.74,V,49,40,7,0,0,11,1,N,2,2,3
64.03,1.63,V,27,0,0,0,22,5,0,S,2,4,4
57.03,1.78,V,21,40,0,7,0,5,0,N,0,0,0
72.96,1.6,M,30,0,0,0,22,11,0,N,0,1,0
62.09,1.68,M,21,0,7,4,11,10,1,N,3,4,4
75.82,1.77,V,18,0,0,0,1,0,0,N,1,3,4
82.99,1.79,V,18,0,0,1,1,0,0,N,1,1,0
70.83,1.69,M,60,0,0,1,5,5,2,N,2,3,4
66.27,1.72,V,40,0,0,3,7,0,0,N,2,3,4
64.49,1.74,M,44,0,9,6,0,0,0,N,2,2,2
53.87,1.73,M,37,30,0,2,10,9,0,N,0,2,1
93.55,1.76,V,28,0,0,4,0,11,0,N,0,1,3
64.33,1.71,M,18,0,5,0,0,0,0,N,2,2,2
54.5,1.74,V,47,20,0,1,2,0,1,N,0,1,2
56.39,1.77,V,25,60,17,1,12,12,0,N,2,3,1
71.12,1.69,M,21,0,0,0,5,0,0,N,1,4,4
71.69,1.68,M,43,0,0,7,0,2,3,N,1,3,3
86.83,1.8,V,37,0,0,0,0,0,0,N,1,2,0
58.32,1.8,V,42,40,0,0,3,3,0,N,1,0,0
58.97,1.81,V,37,10,0,0,18,9,5,N,3,4,4
62.44,1.63,M,50,0,12,0,0,10,0,N,0,0,1
72.23,1.67,V,23,0,0,0,0,0,0,N,1,1,2
83.02,1.76,V,36,0,0,0,0,0,0,N,1,1,1
74.56,1.71,V,38,0,0,0,6,4,0,N,1,2,2
46.08,1.6,M,48,80,0,2,11,2,0,N,2,3,2
49,1.65,M,31,20,0,2,21,13,0,N,1,3,2
66.76,1.75,V,18,0,5,0,4,0,0,N,2,1,2
58.97,1.81,V,24,30,11,0,0,0,4,N,3,4,4
53.87,1.73,V,30,130,0,0,0,1,0,N,2,1,0
49.6,1.66,V,36,30,0,1,2,0,0,S,2,3,1
54.2,1.63,M,21,0,8,3,2,0,2,N,1,2,4
50.56,1.64,M,42,0,20,5,0,6,0,N,1,2,4
49.6,1.66,M,31,60,0,5,0,3,0,N,3,4,4
64.85,1.77,V,46,0,9,0,2,0,0,N,0,2,1
53.25,1.72,V,52,20,19,0,19,12,0,N,3,4,4
54.39,1.71,M,53,0,0,2,0,8,8,N,1,1,1
50.91,1.65,M,67,0,10,2,2,0,0,N,3,4,3
50.2,1.67,M,18,30,8,2,0,6,0,N,1,2,3
89.03,1.78,V,46,0,3,0,3,6,0,N,0,0,1
67.34,1.7,M,38,0,7,7,9,4,0,N,2,3,1
55.12,1.75,V,59,0,25,2,0,1,0,N,2,4,4
52.63,1.71,V,38,30,18,1,1,0,5,N,2,3,4
75.41,1.65,M,45,0,3,3,6,8,0,N,2,2,1
72.11,1.84,V,38,0,3,5,9,16,4,N,2,3,3
67.16,1.81,V,18,0,10,2,15,0,0,N,0,2,0
60.28,1.83,V,58,30,6,2,6,0,3,N,1,0,1
56.39,1.77,V,20,30,7,9,0,5,0,N,3,3,2
65.68,1.72,M,18,0,14,1,14,10,0,S,1,0,1
74.11,1.75,V,37,0,4,9,0,0,0,N,0,2,2
57.03,1.78,V,30,150,4,0,16,14,0,N,2,2,4
53.25,1.72,V,52,0,22,0,3,0,0,N,0,0,0
62.72,1.6,M,27,0,2,4,0,0,0,N,2,3,3
49.6,1.66,M,38,80,0,2,0,0,0,N,1,2,1
81.71,1.73,V,39,0,0,2,19,12,0,N,1,1,2
83.05,1.83,M,56,0,0,2,0,0,0,N,0,2,1
46.66,1.61,M,57,60,0,3,7,6,0,N,1,3,1
52.78,1.68,M,42,0,4,2,0,1,2,N,1,2,1
72.54,1.7,V,62,0,0,3,9,11,0,N,3,4,4
52.02,1.7,V,45,80,2,0,18,10,0,N,0,1,2
65.38,1.72,V,45,0,4,4,8,4,2,N,2,0,0
50.8,1.68,V,49,100,0,2,0,2,0,N,2,3,4
70.03,1.73,V,61,0,0,0,11,8,1,N,2,4,4
54.47,1.73,V,47,0,10,0,11,0,0,N,1,3,4
66.88,1.61,M,51,0,0,6,5,1,0,N,2,3,4
61.7,1.71,V,18,0,10,3,9,8,0,S,2,4,4
51.41,1.69,V,39,40,3,0,0,4,0,N,1,3,3
46.08,1.6,M,41,90,0,0,4,0,0,S,0,2,1
64.08,1.79,V,72,0,11,8,0,2,0,N,2,2,2
50.8,1.68,M,61,50,0,5,0,4,0,N,1,3,3
57.03,1.78,V,39,160,13,4,0,11,0,N,2,4,4
63.93,1.66,M,68,0,3,2,15,6,0,N,1,1,1
68.51,1.59,M,38,0,0,1,12,7,0,N,1,2,3
53.87,1.73,M,24,40,0,7,10,17,0,N,0,2,2
53.06,1.68,M,59,0,13,5,0,1,0,N,1,1,0
49.6,1.66,M,44,120,20,5,0,2,1,N,0,1,1
55.76,1.76,V,33,10,0,1,0,0,0,N,0,0,0
76.6,1.74,V,36,0,0,0,0,6,0,N,1,3,2
59.62,1.82,V,18,10,3,3,0,0,2,N,2,4,1
78.83,1.69,M,42,0,0,2,0,0,0,N,0,1,0
66.97,1.79,V,64,0,6,0,0,0,0,N,2,3,3
51.25,1.66,M,41,0,13,0,21,16,0,N,1,4,4
66.38,1.67,M,49,0,2,7,0,0,0,S,2,3,3
74.56,1.7,M,44,0,0,0,8,0,0,N,0,0,0
100.9,1.81,V,18,0,0,3,0,9,0,N,1,1,0
54.5,1.74,V,67,80,0,4,0,3,0,N,2,3,1
50.48,1.63,M,63,0,12,0,0,4,0,N,2,2,0
52.02,1.7,M,31,30,8,6,10,10,4,N,0,1,2
44.94,1.58,M,41,50,12,0,22,13,0,N,2,2,3
53.25,1.72,V,50,10,4,0,8,0,0,N,2,2,2
56.86,1.63,M,66,0,3,0,6,1,0,N,3,3,2
66.16,1.63,M,18,0,0,3,9,2,1,S,2,4,2
